EDGES
ID, X, Y
218, 474117.38, 469794.24
219, 474104.64, 469794.24
220, 474282.08, 469794.24
221, 474275.8, 469794.24
222, 474304.88, 469794.24
223, 474299.3, 469794.24
224, 474376.81, 469794.24
225, 474389.89, 469794.24
226, 474426.38, 469794.24
227, 474439.47, 469794.24
228, 474817.95, 469794.24
229, 474820.21, 469794.24
230, 474669.53, 469794.24
231, 474832.95, 469794.24
232, 474483.47, 469794.24
233, 474728.02, 469794.24
234, 474588.89, 469794.24
235, 474813.2, 469794.24
236, 474674.19, 469794.24
237, 474678.7, 469794.24
238, 474973.55, 469794.24
239, 474997.49, 469794.24
240, 474996.84, 469794.24
241, 475141.34, 469794.24
242, 475118.24, 469794.24
243, 475026.05, 469794.24
244, 475717.23, 469794.24
245, 475175.98, 469794.24
246, 475193.14, 469794.24
247, 475097.57, 469794.24
248, 475110.49, 469794.24
249, 475112.06, 469794.24
250, 475124.51, 469794.24
251, 475077.61, 469794.24
252, 475122.17, 469794.24
253, 475163.52, 469794.24
254, 475090.85, 469794.24
255, 475113.34, 469794.24
256, 475121.66, 469794.24
257, 475152.08, 469794.24
258, 475155.13, 469794.24
259, 475461.29, 469794.24
260, 475466.33, 469794.24
261, 475207.28, 469794.24
262, 475250.73, 469794.24
263, 475222.11, 469794.24
264, 475209.52, 469794.24
265, 475352.42, 469794.24
266, 475354.54, 469794.24
267, 475626.04, 469794.24
268, 475692.75, 469794.24
269, 475461.19, 469794.24
270, 475447.85, 469794.24
271, 475707.05, 469794.24
272, 475637.77, 469794.24
273, 475661.55, 469794.24
274, 476545.78, 469794.24
275, 476541.8, 469794.24
276, 476057.4, 469794.24
277, 476070.63, 469794.24
278, 475993.2, 469794.24
279, 476022.96, 469794.24
280, 476039.16, 469794.24
281, 476123.32, 469794.24
282, 476160.3, 469794.24
283, 476086.77, 469794.24
284, 476228.36, 469794.24
285, 476167.44, 469794.24
286, 476586.25, 469794.24
287, 476729.45, 469794.24
288, 476787.64, 469794.24
289, 476577.35, 469794.24
290, 476626.07, 469794.24
291, 476627.82, 469794.24
292, 476803.06, 469794.24
293, 476721.73, 469794.24
294, 476802.24, 469794.24
295, 476799.51, 469794.24
296, 476827.69, 469794.24
297, 476965.52, 469794.24
298, 476993.58, 469794.24
299, 467656.09, 469794.24
300, 467862.4, 469794.24
301, 465127.91, 469794.24
302, 464604.3, 469794.24
303, 479024.98, 469794.24
304, 479036.67, 469794.24
305, 478447.81, 469794.24
306, 478434.6, 469794.24
307, 478040.1, 469794.24
308, 478010.89, 469794.24
309, 477866.27, 469794.24
310, 477933.4, 469794.24
311, 478028.88, 469794.24
312, 478011.11, 469794.24
313, 478432.0, 469794.24
314, 478428.77, 469794.24
315, 478691.78, 469794.24
316, 478629.56, 469794.24
317, 478456.96, 469794.24
318, 478519.9, 469794.24
319, 478872.33, 469794.24
320, 478844.8, 469794.24
321, 478987.39, 469794.24
322, 478947.94, 469794.24
323, 470483.53, 469794.24
324, 470618.9, 469794.24
325, 479860.98, 469794.24
326, 479871.03, 469794.24
327, 479344.77, 469794.24
328, 479425.55, 469794.24
329, 479351.02, 469794.24
330, 479403.3, 469794.24
331, 471188.12, 469794.24
332, 470340.08, 469794.24
333, 470699.93, 469794.24
334, 470778.42, 469794.24
335, 470735.34, 469794.24
336, 470534.98, 469794.24
337, 479107.75, 469794.24
338, 479350.95, 469794.24
339, 467116.98, 469794.24
340, 467630.37, 469794.24
341, 465198.97, 469794.24
342, 467310.48, 469794.24
343, 465200.1, 469794.24
344, 465236.77, 469794.24
345, 466850.81, 469794.24
346, 466601.93, 469794.24
347, 466327.22, 469794.24
348, 467353.6, 469794.24
349, 467277.38, 469794.24
350, 467377.16, 469794.24
351, 466770.51, 469794.24
352, 466888.65, 469794.24
353, 467399.58, 469794.24
354, 468006.12, 469794.24
355, 467164.83, 469794.24
356, 467230.64, 469794.24
357, 468130.92, 469794.24
358, 467589.91, 469794.24
359, 467732.0, 469794.24
360, 467650.4, 469794.24
361, 467743.07, 469794.24
362, 467721.83, 469794.24
363, 468345.78, 469794.24
364, 468206.18, 469794.24
365, 467932.39, 469794.24
366, 468044.67, 469794.24
367, 467860.6, 469794.24
368, 467911.07, 469794.24
369, 467689.78, 469794.24
370, 467846.09, 469794.24
371, 468231.83, 469794.24
372, 467839.25, 469794.24
373, 468314.57, 469794.24
374, 467883.67, 469794.24
375, 467971.51, 469794.24
376, 467941.07, 469794.24
377, 467914.41, 469794.24
378, 468419.41, 469794.24
379, 468015.14, 469794.24
380, 468126.76, 469794.24
381, 468231.33, 469794.24
382, 468386.82, 469794.24
383, 468226.99, 469794.24
384, 468527.8, 469794.24
385, 468355.48, 469794.24
386, 468406.9, 469794.24
387, 468237.72, 469794.24
388, 468668.81, 469794.24
389, 468535.69, 469794.24
390, 468717.62, 469794.24
391, 468340.8, 469794.24
392, 468244.8, 469794.24
393, 468331.65, 469794.24
394, 468643.14, 469794.24
395, 468611.28, 469794.24
396, 468671.78, 469794.24
397, 468595.75, 469794.24
398, 468573.75, 469794.24
399, 468596.54, 469794.24
400, 468900.63, 469794.24
401, 468583.13, 469794.24
402, 470935.69, 469794.24
403, 470973.69, 469794.24
404, 470134.19, 469794.24
405, 469877.49, 469794.24
406, 468767.98, 469794.24
407, 468997.31, 469794.24
408, 468678.17, 469794.24
409, 468713.23, 469794.24
410, 468630.5, 469794.24
411, 468692.07, 469794.24
412, 468874.52, 469794.24
413, 468796.23, 469794.24
414, 468967.71, 469794.24
415, 468733.71, 469794.24
416, 468737.1, 469794.24
417, 468856.27, 469794.24
418, 468749.77, 469794.24
419, 468793.3, 469794.24
420, 468780.09, 469794.24
421, 468774.83, 469794.24
422, 469096.3, 469794.24
423, 469233.88, 469794.24
424, 468989.39, 469794.24
425, 469007.3, 469794.24
426, 468926.74, 469794.24
427, 468899.96, 469794.24
428, 468976.05, 469794.24
429, 469164.21, 469794.24
430, 469239.52, 469794.24
431, 469074.35, 469794.24
432, 469290.12, 469794.24
433, 469065.68, 469794.24
434, 469225.74, 469794.24
435, 469703.95, 469794.24
436, 469221.53, 469794.24
437, 469280.5, 469794.24
438, 469162.13, 469794.24
439, 469218.87, 469794.24
440, 469597.04, 469794.24
441, 469410.05, 469794.24
442, 469291.85, 469794.24
443, 470452.27, 469794.24
444, 470538.51, 469794.24
445, 470647.2, 469794.24
446, 470600.95, 469794.24
447, 470419.11, 469794.24
448, 470430.73, 469794.24
449, 470154.12, 469794.24
450, 470358.73, 469794.24
451, 470061.46, 469794.24
452, 470116.54, 469794.24
453, 470023.23, 469794.24
454, 470106.87, 469794.24
455, 470223.4, 469794.24
456, 470134.25, 469794.24
457, 470495.19, 469794.24
458, 470563.9, 469794.24
459, 470363.16, 469794.24
460, 470468.88, 469794.24
461, 470155.44, 469794.24
462, 470386.09, 469794.24
463, 470650.11, 469794.24
464, 470447.3, 469794.24
465, 470645.63, 469794.24
466, 470448.84, 469794.24
467, 470420.77, 469794.24
468, 470473.23, 469794.24
469, 470425.21, 469794.24
470, 470508.6, 469794.24
471, 470467.7, 469794.24
472, 470546.45, 469794.24
473, 470457.39, 469794.24
474, 470683.13, 469794.24
475, 470699.14, 469794.24
476, 470580.89, 469794.24
477, 470526.04, 469794.24
478, 470814.3, 469794.24
479, 470711.53, 469794.24
480, 471024.42, 469794.24
481, 470874.8, 469794.24
482, 470637.28, 469794.24
483, 470684.49, 469794.24
484, 470618.46, 469794.24
485, 470828.47, 469794.24
486, 470876.16, 469794.24
487, 470839.24, 469794.24
488, 470833.77, 469794.24
489, 470695.82, 469794.24
490, 470696.75, 469794.24
491, 470760.1, 469794.24
492, 470855.6, 469794.24
493, 470704.61, 469794.24
494, 470907.85, 469794.24
495, 470869.15, 469794.24
496, 470969.38, 469794.24
497, 471010.57, 469794.24
498, 471002.65, 469794.24
499, 470713.57, 469794.24
500, 470854.32, 469794.24
501, 470872.48, 469794.24
502, 470803.32, 469794.24
503, 470859.92, 469794.24
504, 470861.73, 469794.24
505, 471079.32, 469794.24
506, 470985.59, 469794.24
507, 470892.93, 469794.24
508, 471022.04, 469794.24
509, 470901.47, 469794.24
510, 471960.54, 469794.24
511, 472022.22, 469794.24
512, 471309.87, 469794.24
513, 471309.99, 469794.24
514, 471112.31, 469794.24
515, 471214.44, 469794.24
516, 471010.01, 469794.24
517, 470990.08, 469794.24
518, 471016.02, 469794.24
519, 471044.96, 469794.24
520, 471067.19, 469794.24
521, 471185.73, 469794.24
522, 471216.34, 469794.24
523, 471023.99, 469794.24
524, 471123.16, 469794.24
525, 471040.62, 469794.24
526, 471097.22, 469794.24
527, 471226.1, 469794.24
528, 471346.53, 469794.24
529, 471331.92, 469794.24
530, 471223.0, 469794.24
531, 471310.61, 469794.24
532, 471246.54, 469794.24
533, 471202.75, 469794.24
534, 471164.13, 469794.24
535, 471157.42, 469794.24
536, 471216.33, 469794.24
537, 471215.85, 469794.24
538, 471299.47, 469794.24
539, 471277.66, 469794.24
540, 471269.98, 469794.24
541, 471397.78, 469794.24
542, 471424.88, 469794.24
543, 471348.98, 469794.24
544, 471523.33, 469794.24
545, 471313.83, 469794.24
546, 471317.61, 469794.24
547, 471330.05, 469794.24
548, 471367.82, 469794.24
549, 471406.57, 469794.24
550, 471832.1, 469794.24
551, 471355.43, 469794.24
552, 471425.74, 469794.24
553, 471680.65, 469794.24
554, 471444.78, 469794.24
555, 471501.15, 469794.24
556, 471393.0, 469794.24
557, 471448.62, 469794.24
558, 471504.82, 469794.24
559, 471532.49, 469794.24
560, 471562.52, 469794.24
561, 471683.4, 469794.24
562, 471759.89, 469794.24
563, 471499.43, 469794.24
564, 471963.24, 469794.24
565, 471577.62, 469794.24
566, 471843.09, 469794.24
567, 471826.47, 469794.24
568, 472198.0, 469794.24
569, 471684.62, 469794.24
570, 472063.61, 469794.24
571, 471999.67, 469794.24
572, 471720.66, 469794.24
573, 471715.29, 469794.24
574, 471713.85, 469794.24
575, 472061.33, 469794.24
576, 471759.38, 469794.24
577, 471879.06, 469794.24
578, 472088.23, 469794.24
579, 472059.52, 469794.24
580, 471881.25, 469794.24
581, 471988.05, 469794.24
582, 471958.3, 469794.24
583, 471983.18, 469794.24
584, 472034.73, 469794.24
585, 471888.53, 469794.24
586, 471892.52, 469794.24
587, 471872.71, 469794.24
588, 471926.84, 469794.24
589, 471931.98, 469794.24
590, 471970.9, 469794.24
591, 472126.25, 469794.24
592, 471976.41, 469794.24
593, 472282.08, 469794.24
594, 472471.97, 469794.24
595, 472375.65, 469794.24
596, 472019.66, 469794.24
597, 471974.91, 469794.24
598, 472079.77, 469794.24
599, 472042.42, 469794.24
600, 471998.33, 469794.24
601, 472083.29, 469794.24
602, 472123.62, 469794.24
603, 472479.88, 469794.24
604, 472413.39, 469794.24
605, 472240.72, 469794.24
606, 472128.82, 469794.24
607, 472083.73, 469794.24
608, 472169.97, 469794.24
609, 472210.03, 469794.24
610, 472297.48, 469794.24
611, 472353.7, 469794.24
612, 472226.81, 469794.24
613, 474329.04, 469794.24
614, 474344.54, 469794.24
615, 472927.18, 469794.24
616, 473003.05, 469794.24
617, 472807.54, 469794.24
618, 472726.31, 469794.24
619, 472373.38, 469794.24
620, 473456.76, 469794.24
621, 472345.37, 469794.24
622, 472288.43, 469794.24
623, 472191.79, 469794.24
624, 472207.75, 469794.24
625, 472670.51, 469794.24
626, 472782.08, 469794.24
627, 472157.76, 469794.24
628, 472211.52, 469794.24
629, 472563.73, 469794.24
630, 472238.24, 469794.24
631, 472218.73, 469794.24
632, 472233.52, 469794.24
633, 472228.0, 469794.24
634, 472260.16, 469794.24
635, 472581.88, 469794.24
636, 472330.8, 469794.24
637, 472391.78, 469794.24
638, 472302.69, 469794.24
639, 472363.42, 469794.24
640, 472433.79, 469794.24
641, 472296.88, 469794.24
642, 472309.49, 469794.24
643, 472871.05, 469794.24
644, 472429.43, 469794.24
645, 472399.83, 469794.24
646, 472438.52, 469794.24
647, 472758.29, 469794.24
648, 472407.36, 469794.24
649, 472627.41, 469794.24
650, 472489.95, 469794.24
651, 472558.96, 469794.24
652, 472413.48, 469794.24
653, 472417.52, 469794.24
654, 472429.19, 469794.24
655, 472433.87, 469794.24
656, 472502.06, 469794.24
657, 472480.88, 469794.24
658, 472558.63, 469794.24
659, 472476.72, 469794.24
660, 472578.85, 469794.24
661, 472677.04, 469794.24
662, 472966.97, 469794.24
663, 472511.61, 469794.24
664, 472770.31, 469794.24
665, 472518.85, 469794.24
666, 472595.45, 469794.24
667, 472920.69, 469794.24
668, 472850.52, 469794.24
669, 472973.58, 469794.24
670, 472975.4, 469794.24
671, 472625.08, 469794.24
672, 472595.39, 469794.24
673, 472626.22, 469794.24
674, 473102.41, 469794.24
675, 472665.56, 469794.24
676, 472623.23, 469794.24
677, 472634.36, 469794.24
678, 472972.75, 469794.24
679, 473053.75, 469794.24
680, 473071.04, 469794.24
681, 472721.12, 469794.24
682, 472790.9, 469794.24
683, 473007.9, 469794.24
684, 472991.94, 469794.24
685, 472962.5, 469794.24
686, 472912.65, 469794.24
687, 473096.33, 469794.24
688, 473116.04, 469794.24
689, 473065.24, 469794.24
690, 473031.81, 469794.24
691, 473489.81, 469794.24
692, 472820.46, 469794.24
693, 472935.08, 469794.24
694, 472906.11, 469794.24
695, 473017.14, 469794.24
696, 473072.0, 469794.24
697, 473533.52, 469794.24
698, 473634.43, 469794.24
699, 473351.1, 469794.24
700, 473602.16, 469794.24
701, 473225.12, 469794.24
702, 473059.32, 469794.24
703, 473283.94, 469794.24
704, 472959.19, 469794.24
705, 472948.82, 469794.24
706, 473305.66, 469794.24
707, 472966.46, 469794.24
708, 473671.04, 469794.24
709, 472991.47, 469794.24
710, 472994.14, 469794.24
711, 473074.62, 469794.24
712, 472983.3, 469794.24
713, 473039.34, 469794.24
714, 473106.98, 469794.24
715, 473050.38, 469794.24
716, 473241.84, 469794.24
717, 473146.39, 469794.24
718, 473187.85, 469794.24
719, 473054.31, 469794.24
720, 473325.79, 469794.24
721, 473313.56, 469794.24
722, 473178.99, 469794.24
723, 473277.62, 469794.24
724, 473099.86, 469794.24
725, 473072.74, 469794.24
726, 473202.77, 469794.24
727, 473271.15, 469794.24
728, 473240.66, 469794.24
729, 473135.72, 469794.24
730, 473123.48, 469794.24
731, 473323.76, 469794.24
732, 473335.15, 469794.24
733, 473209.1, 469794.24
734, 473475.64, 469794.24
735, 473294.99, 469794.24
736, 473469.4, 469794.24
737, 473428.83, 469794.24
738, 473657.24, 469794.24
739, 473490.25, 469794.24
740, 473452.27, 469794.24
741, 473477.48, 469794.24
742, 473491.85, 469794.24
743, 473675.42, 469794.24
744, 473469.37, 469794.24
745, 473485.98, 469794.24
746, 473502.29, 469794.24
747, 473539.0, 469794.24
748, 473582.04, 469794.24
749, 473628.73, 469794.24
750, 473533.44, 469794.24
751, 473710.92, 469794.24
752, 473633.68, 469794.24
753, 473566.39, 469794.24
754, 473647.95, 469794.24
755, 473553.95, 469794.24
756, 473622.72, 469794.24
757, 473589.68, 469794.24
758, 473666.05, 469794.24
759, 473743.78, 469794.24
760, 473978.69, 469794.24
761, 473738.79, 469794.24
762, 473754.65, 469794.24
763, 473740.08, 469794.24
764, 473719.0, 469794.24
765, 474178.54, 469794.24
766, 474157.83, 469794.24
767, 473908.37, 469794.24
768, 474024.64, 469794.24
769, 473930.45, 469794.24
770, 473774.3, 469794.24
771, 473782.35, 469794.24
772, 473917.61, 469794.24
773, 474174.38, 469794.24
774, 474246.72, 469794.24
775, 474280.68, 469794.24
776, 474435.12, 469794.24
777, 474262.23, 469794.24
778, 474292.63, 469794.24
779, 475893.25, 469794.24
780, 475770.33, 469794.24
781, 474768.65, 469794.24
782, 474796.07, 469794.24
783, 474512.41, 469794.24
784, 474553.73, 469794.24
785, 474377.22, 469794.24
786, 474501.69, 469794.24
787, 474341.51, 469794.24
788, 474351.26, 469794.24
789, 474319.54, 469794.24
790, 474297.69, 469794.24
791, 474307.17, 469794.24
792, 474353.12, 469794.24
793, 474318.43, 469794.24
794, 474322.29, 469794.24
795, 474417.82, 469794.24
796, 474320.19, 469794.24
797, 474452.99, 469794.24
798, 474348.06, 469794.24
799, 474545.58, 469794.24
800, 474470.9, 469794.24
801, 474633.58, 469794.24
802, 474348.79, 469794.24
803, 474355.8, 469794.24
804, 474441.65, 469794.24
805, 474444.59, 469794.24
806, 474497.23, 469794.24
807, 474549.79, 469794.24
808, 474555.07, 469794.24
809, 474682.45, 469794.24
810, 474728.64, 469794.24
811, 474668.54, 469794.24
812, 474626.66, 469794.24
813, 474665.38, 469794.24
814, 474782.03, 469794.24
815, 474737.28, 469794.24
816, 474769.91, 469794.24
817, 474725.17, 469794.24
818, 474774.32, 469794.24
819, 474741.55, 469794.24
820, 474705.0, 469794.24
821, 475006.5, 469794.24
822, 474743.23, 469794.24
823, 474738.81, 469794.24
824, 474836.33, 469794.24
825, 475150.61, 469794.24
826, 475526.06, 469794.24
827, 474831.93, 469794.24
828, 474800.44, 469794.24
829, 474804.1, 469794.24
830, 474878.07, 469794.24
831, 474801.42, 469794.24
832, 474786.5, 469794.24
833, 474811.74, 469794.24
834, 474817.6, 469794.24
835, 474991.67, 469794.24
836, 475013.62, 469794.24
837, 474945.85, 469794.24
838, 474946.57, 469794.24
839, 475094.41, 469794.24
840, 475232.73, 469794.24
841, 474957.38, 469794.24
842, 475193.25, 469794.24
843, 475208.98, 469794.24
844, 475168.78, 469794.24
845, 475129.06, 469794.24
846, 475087.67, 469794.24
847, 475114.64, 469794.24
848, 475179.49, 469794.24
849, 475137.56, 469794.24
850, 475205.91, 469794.24
851, 475159.64, 469794.24
852, 475488.87, 469794.24
853, 475668.37, 469794.24
854, 475334.53, 469794.24
855, 475195.81, 469794.24
856, 475662.73, 469794.24
857, 475221.35, 469794.24
858, 475651.17, 469794.24
859, 475619.99, 469794.24
860, 475594.23, 469794.24
861, 475364.15, 469794.24
862, 475348.61, 469794.24
863, 475376.61, 469794.24
864, 475403.75, 469794.24
865, 475649.9, 469794.24
866, 475921.48, 469794.24
867, 475793.8, 469794.24
868, 475389.41, 469794.24
869, 475390.4, 469794.24
870, 475494.45, 469794.24
871, 475549.59, 469794.24
872, 475629.39, 469794.24
873, 475833.19, 469794.24
874, 475936.91, 469794.24
875, 475719.81, 469794.24
876, 475832.43, 469794.24
877, 475867.7, 469794.24
878, 475865.57, 469794.24
879, 475766.4, 469794.24
880, 475923.65, 469794.24
881, 475990.06, 469794.24
882, 476041.14, 469794.24
883, 476188.25, 469794.24
884, 475864.69, 469794.24
885, 476067.38, 469794.24
886, 475902.31, 469794.24
887, 475779.79, 469794.24
888, 475861.2, 469794.24
889, 475862.83, 469794.24
890, 476196.41, 469794.24
891, 475878.61, 469794.24
892, 476377.88, 469794.24
893, 476031.97, 469794.24
894, 476116.03, 469794.24
895, 475948.02, 469794.24
896, 475921.67, 469794.24
897, 476053.62, 469794.24
898, 475922.53, 469794.24
899, 475955.71, 469794.24
900, 475952.51, 469794.24
901, 476133.96, 469794.24
902, 475981.45, 469794.24
903, 476241.33, 469794.24
904, 476125.18, 469794.24
905, 475983.26, 469794.24
906, 476131.13, 469794.24
907, 476249.94, 469794.24
908, 476145.93, 469794.24
909, 476053.87, 469794.24
910, 476204.08, 469794.24
911, 476231.24, 469794.24
912, 476144.15, 469794.24
913, 476129.83, 469794.24
914, 476153.3, 469794.24
915, 476119.65, 469794.24
916, 476120.37, 469794.24
917, 476156.05, 469794.24
918, 476286.34, 469794.24
919, 476249.69, 469794.24
920, 476531.59, 469794.24
921, 476287.48, 469794.24
922, 476298.09, 469794.24
923, 476367.97, 469794.24
924, 476630.7, 469794.24
925, 476480.89, 469794.24
926, 476627.42, 469794.24
927, 476900.5, 469794.24
928, 476947.37, 469794.24
929, 476860.5, 469794.24
930, 476795.79, 469794.24
931, 477139.79, 469794.24
932, 476575.33, 469794.24
933, 476595.89, 469794.24
934, 476540.43, 469794.24
935, 476810.58, 469794.24
936, 476598.7, 469794.24
937, 476720.27, 469794.24
938, 476930.35, 469794.24
939, 476670.83, 469794.24
940, 476660.36, 469794.24
941, 476674.61, 469794.24
942, 476682.33, 469794.24
943, 476786.14, 469794.24
944, 476877.22, 469794.24
945, 477060.51, 469794.24
946, 476833.55, 469794.24
947, 476872.83, 469794.24
948, 476904.51, 469794.24
949, 476946.99, 469794.24
950, 476861.56, 469794.24
951, 476884.83, 469794.24
952, 476901.91, 469794.24
953, 476865.95, 469794.24
954, 476883.6, 469794.24
955, 476908.4, 469794.24
956, 477203.19, 469794.24
957, 477247.68, 469794.24
958, 477062.4, 469794.24
959, 477027.24, 469794.24
960, 477078.17, 469794.24
961, 476977.36, 469794.24
962, 477175.73, 469794.24
963, 477138.15, 469794.24
964, 477209.31, 469794.24
965, 477031.77, 469794.24
966, 477090.37, 469794.24
967, 477014.53, 469794.24
968, 477081.64, 469794.24
969, 477060.22, 469794.24
970, 477132.83, 469794.24
971, 477212.47, 469794.24
972, 479677.66, 469794.24
973, 479847.89, 469794.24
974, 472989.11, 469794.24
975, 473034.6, 469794.24
976, 470729.99, 469794.24
977, 470788.64, 469794.24
978, 474693.15, 469794.24
979, 474638.51, 469794.24
980, 480905.13, 469794.24
981, 480915.03, 469794.24
982, 478363.07, 469794.24
983, 478470.01, 469794.24
984, 477861.41, 469794.24
985, 478389.99, 469794.24
986, 477270.51, 469794.24
987, 477468.7, 469794.24
988, 477115.39, 469794.24
989, 477105.12, 469794.24
990, 477131.48, 469794.24
991, 477161.34, 469794.24
992, 477176.21, 469794.24
993, 477365.56, 469794.24
994, 477151.43, 469794.24
995, 477185.5, 469794.24
996, 477251.03, 469794.24
997, 477143.23, 469794.24
